Image Name,Deposit,OpenJoint,Washing,Spalling,Deformation,AttachedDeposit,Nothing
3_Spalling_L1.P26.M91_L1.P27.M280_2018.04.22 _D 024 (58).jpg,1,0,0,1,0,0,0
3_Spalling_L1.P26.M91_L1.P27.M280_2018.04.22 _D 024 (59).jpg,1,0,0,1,0,0,0
3_Spalling_L1.P26.M91_L1.P27.M280_2018.04.22 _D 024 (6).jpg,0,0,0,1,0,0,0
3_Spalling_L1.P26.M91_L1.P27.M280_2018.04.22 _D 024 (60).jpg,1,0,0,0,0,0,0
3_Spalling_L1.P26.M91_L1.P27.M280_2018.04.22 _D 024 (61).jpg,1,0,0,1,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (131).jpg,0,0,1,0,0,0,0
3_Spalling_L1.P26.M91_L1.P27.M280_2018.04.22 _D 024 (62).jpg,0,1,0,0,0,0,0
3_Spalling_L1.P26.M91_L1.P27.M280_2018.04.22 _D 024 (63).jpg,1,1,0,1,0,0,0
3_Spalling_L1.P26.M91_L1.P27.M280_2018.04.22 _D 024 (64).jpg,1,1,1,1,0,0,0
3_Spalling_L1.P26.M91_L1.P27.M280_2018.04.22 _D 024 (65).jpg,1,1,1,1,0,0,0
3_Spalling_L1.P26.M91_L1.P27.M280_2018.04.22 _D 024 (66).jpg,1,1,1,1,0,0,0
3_Spalling_L1.P26.M91_L1.P27.M280_2018.04.22 _D 024 (67).jpg,1,1,1,1,0,0,0
3_Spalling_L1.P26.M91_L1.P27.M280_2018.04.22 _D 024 (68).jpg,1,1,1,1,0,0,0
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (10).jpg,1,1,1,0,0,0,0
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (11).jpg,1,1,1,0,0,0,0
3_Spalling_L1.P26.M91_L1.P27.M280_2018.04.22 _D 024 (69).jpg,0,1,1,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (132).jpg,0,0,1,0,0,0,0
3_Spalling_L1.P26.M91_L1.P27.M280_2018.04.22 _D 024 (7).jpg,0,0,0,1,0,0,0
3_Spalling_L1.P26.M91_L1.P27.M280_2018.04.22 _D 024 (70).jpg,0,1,1,0,0,0,0
3_Spalling_L1.P26.M91_L1.P27.M280_2018.04.22 _D 024 (71).jpg,0,1,1,0,0,0,0
3_Spalling_L1.P26.M91_L1.P27.M280_2018.04.22 _D 024 (72).jpg,0,1,1,0,0,0,0
3_Spalling_L1.P26.M91_L1.P27.M280_2018.04.22 _D 024 (73).jpg,0,1,1,0,0,0,0
3_Spalling_L1.P26.M91_L1.P27.M280_2018.04.22 _D 024 (74).jpg,0,1,1,0,0,0,0
3_Spalling_L1.P26.M91_L1.P27.M280_2018.04.22 _D 024 (75).jpg,0,1,1,0,0,0,0
3_Spalling_L1.P26.M91_L1.P27.M280_2018.04.22 _D 024 (76).jpg,0,1,1,0,0,0,0
3_Spalling_L1.P26.M91_L1.P27.M280_2018.04.22 _D 024 (77).jpg,0,1,1,0,0,0,0
3_Spalling_L1.P26.M91_L1.P27.M280_2018.04.22 _D 024 (78).jpg,0,1,1,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (133).jpg,1,0,0,0,0,0,0
3_Spalling_L1.P26.M91_L1.P27.M280_2018.04.22 _D 024 (79).jpg,0,1,1,0,0,0,0
3_Spalling_L1.P26.M91_L1.P27.M280_2018.04.22 _D 024 (8).jpg,0,0,0,1,0,0,0
3_Spalling_L1.P26.M91_L1.P27.M280_2018.04.22 _D 024 (80).jpg,1,1,0,1,0,0,0
3_Spalling_L1.P26.M91_L1.P27.M280_2018.04.22 _D 024 (9).jpg,0,0,0,1,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (1).jpg,1,1,1,0,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (10).jpg,1,1,1,0,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (11).jpg,1,1,1,0,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (12).jpg,1,1,1,1,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (13).jpg,1,1,1,1,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (14).jpg,1,1,1,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (134).jpg,1,1,0,0,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (15).jpg,1,1,1,0,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (16).jpg,1,1,1,0,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (17).jpg,1,1,1,1,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (18).jpg,1,0,1,1,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (19).jpg,1,0,1,1,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (2).jpg,1,0,1,1,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (20).jpg,1,0,1,0,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (21).jpg,1,0,1,0,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (22).jpg,1,0,1,0,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (23).jpg,1,0,1,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (135).jpg,1,1,0,0,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (24).jpg,1,0,1,0,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (25).jpg,1,0,1,0,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (26).jpg,1,1,1,0,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (27).jpg,1,1,1,0,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (28).jpg,1,1,1,0,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (29).jpg,1,1,1,0,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (3).jpg,1,1,1,0,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (30).jpg,1,1,1,0,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (31).jpg,1,1,1,1,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (32).jpg,1,1,1,1,0,0,0
10_Joints_L1.P27.M285-L1.P27.M286_2018.01.08_D 068 (2).jpg,0,1,0,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (136).jpg,1,1,0,0,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (33).jpg,1,1,1,1,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (34).jpg,1,1,1,0,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (35).jpg,1,1,1,1,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (36).jpg,1,1,1,1,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (37).jpg,1,1,1,1,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (38).jpg,1,1,1,1,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (39).jpg,1,1,1,1,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (4).jpg,1,1,1,1,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (40).jpg,1,1,1,1,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (41).jpg,1,1,1,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (137).jpg,1,1,0,0,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (42).jpg,1,1,1,1,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (43).jpg,1,1,1,1,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (44).jpg,1,1,1,1,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (45).jpg,1,1,1,1,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (46).jpg,1,0,1,1,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (5).jpg,1,1,1,1,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (6).jpg,1,1,1,1,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (7).jpg,1,1,1,1,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (8).jpg,1,1,1,1,0,0,0
3_Washing_L1.P26.M91_L1.P27.M280_2018.04.22 _D 240 (9).jpg,1,1,1,1,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (138).jpg,1,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (1).jpg,1,1,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (10).jpg,1,1,1,1,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (100).jpg,1,0,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (101).jpg,1,0,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (102).jpg,1,0,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (103).jpg,1,0,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (104).jpg,1,0,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (105).jpg,1,0,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (106).jpg,1,0,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (107).jpg,1,0,1,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (139).jpg,1,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (108).jpg,1,0,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (109).jpg,1,0,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (11).jpg,1,1,1,1,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (110).jpg,1,0,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (111).jpg,1,0,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (112).jpg,1,0,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (113).jpg,1,0,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (114).jpg,1,0,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (115).jpg,1,0,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (116).jpg,1,0,1,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (14).jpg,1,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (117).jpg,1,0,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (118).jpg,1,0,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (119).jpg,1,0,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (12).jpg,1,1,1,1,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (120).jpg,1,1,1,1,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (121).jpg,1,1,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (122).jpg,1,1,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (123).jpg,1,1,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (124).jpg,1,1,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (125).jpg,1,1,1,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (140).jpg,1,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (126).jpg,1,1,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (127).jpg,1,1,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (128).jpg,1,1,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (129).jpg,1,1,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (13).jpg,1,1,1,1,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (130).jpg,1,0,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (131).jpg,1,0,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (132).jpg,1,0,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (133).jpg,1,0,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (134).jpg,1,0,1,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (141).jpg,1,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (135).jpg,1,0,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (136).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (137).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (138).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (139).jpg,0,0,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (14).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (140).jpg,1,0,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (141).jpg,1,0,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (142).jpg,1,0,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (143).jpg,1,0,1,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (142).jpg,1,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (144).jpg,1,0,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (145).jpg,1,1,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (146).jpg,1,1,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (147).jpg,1,1,1,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (15).jpg,1,1,1,1,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (16).jpg,1,0,1,1,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (17).jpg,1,0,1,1,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (18).jpg,1,0,1,1,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (19).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (2).jpg,1,0,1,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (143).jpg,1,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (20).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (21).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (22).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (23).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (24).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (25).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (26).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (27).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (28).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (29).jpg,0,1,0,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (144).jpg,1,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (3).jpg,1,0,1,1,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (30).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (31).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (32).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (33).jpg,1,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (34).jpg,1,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (35).jpg,1,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (36).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (37).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (38).jpg,0,1,0,0,0,0,0
10_Joints_L1.P27.M285-L1.P27.M286_2018.01.08_D 068 (20).jpg,0,1,0,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (145).jpg,1,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (39).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (4).jpg,1,0,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (40).jpg,1,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (41).jpg,1,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (42).jpg,1,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (43).jpg,1,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (44).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (45).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (46).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (47).jpg,0,1,0,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (146).jpg,1,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (48).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (49).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (5).jpg,1,0,1,1,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (50).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (51).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (52).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (53).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (54).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (55).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (56).jpg,0,0,0,0,0,0,1
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (147).jpg,1,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (57).jpg,0,0,0,0,0,0,1
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (58).jpg,0,0,0,0,0,0,1
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (59).jpg,0,0,0,0,0,0,1
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (6).jpg,1,0,1,1,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (60).jpg,0,0,0,0,0,0,1
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (61).jpg,0,0,0,0,0,0,1
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (62).jpg,0,0,0,0,0,0,1
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (63).jpg,0,0,0,0,0,0,1
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (64).jpg,0,0,0,0,0,0,1
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (65).jpg,0,0,0,0,0,0,1
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (148).jpg,1,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (66).jpg,0,0,0,0,0,0,1
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (67).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (68).jpg,0,0,0,0,0,0,1
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (69).jpg,1,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (7).jpg,1,0,1,1,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (70).jpg,1,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (71).jpg,1,0,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (72).jpg,1,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (73).jpg,0,0,0,0,0,0,1
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (74).jpg,0,0,0,0,0,0,1
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (149).jpg,1,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (75).jpg,0,0,0,0,0,0,1
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (76).jpg,0,0,0,0,0,0,1
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (77).jpg,0,0,0,0,0,0,1
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (78).jpg,0,0,0,0,0,0,1
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (79).jpg,0,0,0,0,0,0,1
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (8).jpg,1,1,1,1,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (80).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (81).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (82).jpg,0,0,0,0,0,0,1
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (83).jpg,0,0,0,0,0,0,1
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (15).jpg,1,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (84).jpg,1,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (85).jpg,1,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (86).jpg,1,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (87).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (88).jpg,1,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (89).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (9).jpg,1,1,1,1,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (90).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (91).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (92).jpg,0,1,0,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (150).jpg,1,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (93).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (94).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (95).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (96).jpg,0,1,0,0,0,0,0
4_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 312 (97).jpg,0,1,0,0,0,0,0
